,ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location,community_area
960,600,Dodge Ave & Church St,15,15,In Service,42.048308,-87.698224,"(42.048308, -87.698224)",Not Found
961,265,Cottage Grove Ave & Oakwood Blvd,15,15,In Service,41.822985,-87.6071,"(41.822985, -87.6071)",GRAND_BOULEVARD
962,33,State St & Van Buren St,27,27,In Service,41.877181,-87.627844,"(41.877181, -87.627844)",LOOP
963,186,Ogden Ave & Race Ave,15,15,In Service,41.891795,-87.658751,"(41.891795, -87.658751)",WEST_TOWN
964,440,Central Park Ave & 24th St,11,11,In Service,41.8481,-87.715068,"(41.8481, -87.715068)",SOUTH_LAWNDALE
965,347,Ashland Ave & Grace St,15,15,In Service,41.950687,-87.6687,"(41.950687, -87.6687)",LAKE_VIEW
966,344,Ravenswood Ave & Lawrence Ave,47,47,In Service,41.96909,-87.674237,"(41.96909, -87.674237)",LINCOLN_SQUARE
967,309,Leavitt St & Armitage Ave,11,11,In Service,41.917805,-87.682437,"(41.917805, -87.682437)",LOGAN_SQUARE
968,579,Phillips Ave & 79th St,11,11,In Service,41.75182,-87.565211,"(41.75182, -87.565211)",SOUTH_SHORE
969,267,Lake Park Ave & 47th St,15,15,In Service,41.809443,-87.591875,"(41.809443, -87.591875)",KENWOOD
970,324,Stockton Dr & Wrightwood Ave,15,15,In Service,41.93132,-87.638742,"(41.93132, -87.638742)",LINCOLN_PARK
971,620,Orleans St & Chestnut St (NEXT Apts),15,15,In Service,41.898203,-87.637536,"(41.898203, -87.637536)",NEAR_NORTH_SIDE
972,250,Ashland Ave & Wellington Ave,19,19,In Service,41.936083,-87.669807,"(41.936083, -87.669807)",LAKE_VIEW
973,297,Paulina St & Montrose Ave,15,15,In Service,41.961507,-87.671387,"(41.961507, -87.671387)",LAKE_VIEW
974,304,Broadway & Waveland Ave,15,15,In Service,41.949074,-87.648636,"(41.949074, -87.648636)",LAKE_VIEW
975,401,Shields Ave & 28th Pl,11,11,In Service,41.842733,-87.635491,"(41.842733, -87.635491)",ARMOUR_SQUARE
976,97,Field Museum,55,55,In Service,41.865312,-87.617867,"(41.865312, -87.617867)",NEAR_SOUTH_SIDE
977,477,Manor Ave & Leland Ave,11,11,In Service,41.965875,-87.700825,"(41.965875, -87.700825)",ALBANY_PARK
978,315,Elston Ave & Wabansia Ave,23,23,In Service,41.912919,-87.664169,"(41.912919, -87.664169)",WEST_TOWN
979,51,Clark St & Randolph St,43,43,In Service,41.884576228,-87.63188991,"(41.884576228, -87.63188991)",LOOP
980,209,Normal Ave & Archer Ave,11,11,In Service,41.849527,-87.640591,"(41.849527, -87.640591)",ARMOUR_SQUARE
981,276,California Ave & North Ave,11,11,In Service,41.9104754,-87.6968944,"(41.9104754, -87.6968944)",WEST_TOWN
982,318,Southport Ave & Irving Park Rd,15,15,In Service,41.954177,-87.664358,"(41.954177, -87.664358)",LAKE_VIEW
983,394,Clark St & 9th St (AMLI),15,15,In Service,41.870816,-87.631246,"(41.870816, -87.631246)",LOOP
984,578,Bennett Ave & 79th St,11,11,In Service,41.751785,-87.578496,"(41.751785, -87.578496)",SOUTH_SHORE
985,91,Clinton St & Washington Blvd,31,31,In Service,41.88338,-87.64117,"(41.88338, -87.64117)",NEAR_WEST_SIDE
986,340,Clark St & Wrightwood Ave,15,15,In Service,41.929546,-87.643118,"(41.929546, -87.643118)",LINCOLN_PARK
987,107,Desplaines St & Jackson Blvd,27,27,In Service,41.878118901,-87.643947601,"(41.87811890091227, -87.64394760131836)",NEAR_WEST_SIDE
988,488,Pulaski Rd & Eddy St (Temp),11,11,In Service,41.946264,-87.731023,"(41.946264, -87.731023)",IRVING_PARK
989,125,Rush St & Hubbard St,23,23,In Service,41.890173,-87.626185,"(41.890173, -87.626185)",NEAR_NORTH_SIDE
990,417,Cornell Ave & Hyde Park Blvd,19,19,In Service,41.802406,-87.586924,"(41.802406, -87.586924)",HYDE_PARK
991,429,Cottage Grove Ave & 67th St,11,11,In Service,41.773720952,-87.60563486,"(41.77372095205, -87.60563486)",WOODLAWN
992,234,Clark St & Montrose Ave,19,19,In Service,41.961588,-87.666036,"(41.961588, -87.666036)",LAKE_VIEW
993,240,Sheridan Rd & Irving Park Rd,27,27,In Service,41.954245,-87.654406,"(41.954245, -87.654406)",LAKE_VIEW
994,263,Rhodes Ave & 32nd St,11,11,In Service,41.836208,-87.613533,"(41.836208, -87.613533)",DOUGLAS
995,598,Elmwood Ave & Austin St,15,15,In Service,42.025784,-87.684107,"(42.025784, -87.684107)",Not Found
996,593,Halsted St & 59th St,11,11,In Service,41.787539,-87.644874,"(41.787539, -87.644874)",ENGLEWOOD
997,160,Campbell Ave & North Ave,15,15,In Service,41.910535,-87.689556,"(41.910535, -87.689556)",WEST_TOWN
998,121,Blackstone Ave & Hyde Park Blvd,19,19,In Service,41.802562,-87.590368,"(41.802562, -87.590368)",KENWOOD
999,355,South Shore Dr & 67th St,15,15,In Service,41.773643,-87.567514,"(41.773643, -87.567514)",WOODLAWN
1000,141,Clark St & Lincoln Ave,23,23,In Service,41.915689,-87.6346,"(41.915689, -87.6346)",LINCOLN_PARK
1001,272,Indiana Ave & 31st St,11,11,In Service,41.838842,-87.621857,"(41.838842, -87.621857)",DOUGLAS
1002,288,Larrabee St & Armitage Ave,15,15,In Service,41.918084,-87.643749,"(41.918084, -87.643749)",LINCOLN_PARK
1003,68,Clinton St & Tilden St,23,23,In Service,41.875885,-87.640795,"(41.875885, -87.640795)",NEAR_WEST_SIDE
1004,241,Morgan St & Polk St,19,19,In Service,41.871737,-87.65103,"(41.871737, -87.65103)",NEAR_WEST_SIDE
1005,603,Chicago Ave & Sheridan Rd,15,15,In Service,42.050491,-87.677821,"(42.050491, -87.677821)",Not Found
1006,175,Wells St & Polk St,19,19,In Service,41.872731542,-87.63351649,"(41.872731542263075, -87.63351649045944)",LOOP
1007,32,Racine Ave & Congress Pkwy,19,19,In Service,41.87464,-87.65703,"(41.87464, -87.65703)",NEAR_WEST_SIDE
1008,287,Franklin St & Monroe St,31,31,In Service,41.880317,-87.635185,"(41.880317, -87.635185)",LOOP
1009,237,MLK Jr Dr & 29th St,19,19,In Service,41.842052,-87.617,"(41.842052, -87.617)",DOUGLAS
1010,81,Daley Center Plaza,20,20,In Service,41.884241,-87.629634,"(41.884241, -87.629634)",LOOP
1011,231,Sheridan Rd & Montrose Ave,23,23,In Service,41.96167,-87.65464,"(41.96167, -87.65464)",UPTOWN
1012,176,Clark St & Elm St,39,39,In Service,41.902973,-87.63128,"(41.902973, -87.63128)",NEAR_NORTH_SIDE
1013,248,Woodlawn Ave & 55th St,19,19,In Service,41.795264,-87.596471,"(41.795264, -87.596471)",HYDE_PARK
1014,328,Ellis Ave & 58th St,19,19,In Service,41.788746,-87.601334,"(41.788746, -87.601334)",HYDE_PARK
1015,171,May St & Cullerton St,11,11,In Service,41.855136,-87.654127,"(41.855136, -87.654127)",LOWER_WEST_SIDE
1016,306,Sheridan Rd & Buena Ave,19,19,In Service,41.958494,-87.654966,"(41.958494, -87.654966)",UPTOWN
1017,120,Wentworth Ave & Cermak Rd,19,19,In Service,41.853084557,-87.631931305,"(41.85308455741279, -87.63193130493164)",ARMOUR_SQUARE
1018,180,Ritchie Ct & Banks St,15,15,In Service,41.906866,-87.626217,"(41.906866, -87.626217)",NEAR_NORTH_SIDE
1019,583,Stony Island Ave & 82nd St,11,11,In Service,41.746559,-87.586005,"(41.746559, -87.586005)",AVALON_PARK
1020,48,Larrabee St & Kingsbury St,43,43,In Service,41.897764,-87.642884,"(41.897764, -87.642884)",NEAR_NORTH_SIDE
1021,129,Blue Island Ave & 18th St,15,15,In Service,41.857556,-87.661535,"(41.857556, -87.661535)",LOWER_WEST_SIDE
1022,131,Lincoln Ave & Belmont Ave (Temp),15,15,In Service,41.93953162,-87.671114355,"(41.93953161982257, -87.6711143553257)",LAKE_VIEW
1023,254,Pine Grove Ave & Irving Park Rd,15,15,In Service,41.954383,-87.648043,"(41.954383, -87.648043)",LAKE_VIEW
1024,416,Dorchester Ave & 49th St,15,15,In Service,41.805772,-87.592464,"(41.805772, -87.592464)",KENWOOD
1025,326,Clark St & Leland Ave,19,19,In Service,41.967056429,-87.666990459,"(41.96705642894563, -87.6669904589653)",UPTOWN
1026,188,Greenview Ave & Fullerton Ave,15,15,In Service,41.92533,-87.6658,"(41.92533, -87.6658)",LINCOLN_PARK
1027,27,Larrabee St & North Ave,19,19,In Service,41.91021,-87.6435,"(41.91021, -87.6435)",NEAR_NORTH_SIDE
1028,181,LaSalle St & Illinois St,31,31,In Service,41.890762,-87.631697,"(41.890762, -87.631697)",NEAR_NORTH_SIDE
1029,307,Southport Ave & Clybourn Ave,15,15,In Service,41.920771,-87.663712,"(41.920771, -87.663712)",LINCOLN_PARK
1030,552,Ashland Ave & McDowell Ave,11,11,In Service,41.80887,-87.66454,"(41.80887, -87.66454)",NEW_CITY
1031,206,Halsted St & Archer Ave,15,15,In Service,41.847203,-87.646795,"(41.847203, -87.646795)",BRIDGEPORT
1032,258,Logan Blvd & Elston Ave,27,27,In Service,41.929465,-87.684158,"(41.929465, -87.684158)",LOGAN_SQUARE
1033,282,Halsted St & Maxwell St,15,15,In Service,41.864883,-87.647071,"(41.864883, -87.647071)",NEAR_WEST_SIDE
1034,85,Michigan Ave & Oak St,23,23,In Service,41.90096039,-87.62377664,"(41.90096039, -87.62377664)",NEAR_NORTH_SIDE
1035,252,Greenwood Ave & 47th St,15,15,In Service,41.809835,-87.599383,"(41.809835, -87.599383)",KENWOOD
1036,551,Hoyne Ave & 47th St,11,11,In Service,41.808227,-87.67718,"(41.808227, -87.67718)",NEW_CITY
1037,197,Michigan Ave & Madison St,19,19,In Service,41.882134,-87.625125,"(41.882134, -87.625125)",LOOP
1038,570,Evans Ave & 75th St,7,7,In Service,41.75849,-87.60641,"(41.75849, -87.60641)",GREATER_GRAND_CROSSING
1039,597,Chicago Ave & Washington St,15,15,In Service,42.032562,-87.679101,"(42.032562, -87.679101)",Not Found
1040,229,Southport Ave & Roscoe St,19,19,In Service,41.943739,-87.66402,"(41.943739, -87.66402)",LAKE_VIEW
1041,199,Wabash Ave & Grand Ave,31,31,In Service,41.891466,-87.626761,"(41.891466, -87.626761)",NEAR_NORTH_SIDE
1042,284,Michigan Ave & Jackson Blvd,23,23,In Service,41.87785,-87.62408,"(41.87785, -87.62408)",LOOP
1043,232,Pine Grove Ave & Waveland Ave,23,23,In Service,41.949472741,-87.646452785,"(41.94947274088333, -87.64645278453827)",LAKE_VIEW
1044,245,Clarendon Ave & Junior Ter,23,23,In Service,41.961004,-87.649603,"(41.961004, -87.649603)",UPTOWN
1045,6,Dusable Harbor,39,39,In Service,41.886976,-87.612813,"(41.886976, -87.612813)",LOOP
1046,619,Keystone Ave & Fullerton Ave,11,11,In Service,41.92459,-87.72785,"(41.92459, -87.72785)",HERMOSA
1047,599,Valli Produce - Evanston Plaza,15,15,In Service,42.039742,-87.699413,"(42.039742, -87.699413)",Not Found
1048,19,Throop St & Taylor St,15,15,In Service,41.868968,-87.659141,"(41.868968, -87.659141)",NEAR_WEST_SIDE
1049,585,Cottage Grove Ave & 83rd St,11,11,In Service,41.743441,-87.604836,"(41.743441, -87.604836)",CHATHAM
1050,46,Wells St & Walton St,19,19,In Service,41.89993001,-87.63443007,"(41.89993001, -87.63443007)",NEAR_NORTH_SIDE
1051,452,Western Ave & Granville Ave,11,11,In Service,41.994161369,-87.689438282,"(41.99416136902, -87.689438282)",WEST_RIDGE
1052,148,State St & 33rd St,15,15,In Service,41.834734,-87.625813,"(41.834734, -87.625813)",DOUGLAS
1053,400,Cottage Grove Ave & 71st St,11,11,In Service,41.765719037,-87.604959713,"(41.76571903697, -87.604959713)",GREATER_GRAND_CROSSING
1054,30,Ashland Ave & Augusta Blvd,15,15,In Service,41.899643,-87.6677,"(41.899643, -87.6677)",WEST_TOWN
1055,308,Seeley Ave & Roscoe St,11,11,In Service,41.943403,-87.679618,"(41.943403, -87.679618)",NORTH_CENTER
1056,158,Milwaukee Ave & Wabansia Ave,15,15,In Service,41.912616,-87.681391,"(41.912616, -87.681391)",WEST_TOWN
1057,183,Damen Ave & Thomas St (Augusta Blvd),23,23,In Service,41.901315,-87.677409,"(41.901315, -87.677409)",WEST_TOWN
1058,150,Fort Dearborn Dr & 31st St,27,27,In Service,41.838556,-87.608218,"(41.838556, -87.608218)",DOUGLAS
1059,589,Milwaukee Ave & Cuyler Ave,11,11,In Service,41.954468,-87.749594,"(41.954468, -87.749594)",PORTAGE_PARK
1060,153,Southport Ave & Wellington Ave,19,19,In Service,41.935733,-87.663576,"(41.935733, -87.663576)",LAKE_VIEW
1061,25,Michigan Ave & Pearson St,23,23,In Service,41.89766,-87.62351,"(41.89766, -87.62351)",NEAR_NORTH_SIDE
1062,383,Paulina St & Flournoy St,31,31,In Service,41.87295,-87.66913,"(41.87295, -87.66913)",NEAR_WEST_SIDE
1063,519,Wolcott Ave & Fargo Ave,11,11,In Service,42.016977,-87.677725,"(42.016977, -87.677725)",ROGERS_PARK
1064,285,Wood St & Hubbard St,19,19,In Service,41.889899,-87.671473,"(41.889899, -87.671473)",WEST_TOWN
1065,332,Burling St & Diversey Pkwy,19,19,In Service,41.93314,-87.64776,"(41.93314, -87.64776)",LAKE_VIEW
1066,76,DuSable Lake Shore Dr & Monroe St,39,39,In Service,41.880958,-87.616743,"(41.880958, -87.616743)",LOOP
1067,95,Stony Island Ave & 64th St,11,11,In Service,41.778881,-87.586647,"(41.778881, -87.586647)",WOODLAWN
1068,526,Oakley Ave & Touhy Ave,11,11,In Service,42.012342,-87.688243,"(42.012342, -87.688243)",WEST_RIDGE
1069,291,Wells St & Evergreen Ave,19,19,In Service,41.906724,-87.63483,"(41.906724, -87.63483)",NEAR_NORTH_SIDE
1070,13,Wilton Ave & Diversey Pkwy,35,35,In Service,41.932418,-87.652705,"(41.932418, -87.652705)",LINCOLN_PARK
1071,112,Green St & Washington Blvd,11,11,In Service,41.883181306,-87.648724616,"(41.88318130597391, -87.64872461557388)",NEAR_WEST_SIDE
1072,311,Leavitt St & Lawrence Ave,19,19,In Service,41.968885,-87.684001,"(41.968885, -87.684001)",LINCOLN_SQUARE
1073,569,Woodlawn Ave & 75th St,11,11,In Service,41.75916,-87.595751,"(41.75916, -87.595751)",GREATER_GRAND_CROSSING
1074,622,California Ave & Cortez St,15,15,In Service,41.900363,-87.696704,"(41.900363, -87.696704)",WEST_TOWN
1075,17,Honore St & Division St,23,23,In Service,41.903119,-87.673935,"(41.903119, -87.673935)",WEST_TOWN
1076,337,Clark St & Chicago Ave,19,19,In Service,41.89675,-87.63089,"(41.89675, -87.63089)",NEAR_NORTH_SIDE
1077,545,Kostner Ave & Adams St,11,11,In Service,41.877917,-87.735737,"(41.877917, -87.735737)",WEST_GARFIELD_PARK
1078,66,Clinton St & Lake St,23,23,In Service,41.885637,-87.641823,"(41.885637, -87.641823)",NEAR_WEST_SIDE
1079,256,Broadway & Sheridan Rd,15,15,In Service,41.952833,-87.649993,"(41.952833, -87.649993)",LAKE_VIEW
1080,122,Ogden Ave & Congress Pkwy,15,15,In Service,41.87501,-87.67328,"(41.87501, -87.67328)",NEAR_WEST_SIDE
1081,522,Bosworth Ave & Howard St,11,11,In Service,42.019537,-87.669563,"(42.019537, -87.669563)",ROGERS_PARK
1082,42,Wabash Ave & Cermak Rd,11,11,In Service,41.852619,-87.626488,"(41.852619, -87.626488)",NEAR_SOUTH_SIDE
1083,335,Calumet Ave & 35th St,15,15,In Service,41.831379,-87.618034,"(41.831379, -87.618034)",DOUGLAS
1084,624,Dearborn St & Van Buren St,15,15,In Service,41.876268,-87.629155,"(41.876268, -87.629155)",LOOP
1085,572,State St & 76th St,11,11,In Service,41.756971,-87.624621,"(41.756971, -87.624621)",GREATER_GRAND_CROSSING
1086,273,Michigan Ave & 18th St,23,23,In Service,41.857813,-87.62455,"(41.857813, -87.62455)",NEAR_SOUTH_SIDE
1087,26,New St & Illinois St,31,31,In Service,41.890847041,-87.618616819,"(41.890847040623804, -87.61861681938171)",NEAR_NORTH_SIDE
1088,573,State St & 79th St,11,11,In Service,41.750794,-87.624424,"(41.750794, -87.624424)",CHATHAM
1089,90,Millennium Park,47,47,In Service,41.8810317,-87.62408432,"(41.8810317, -87.62408432)",LOOP
1090,200,MLK Jr Dr & 47th St,11,11,In Service,41.809851,-87.616279,"(41.809851, -87.616279)",GRAND_BOULEVARD
1091,492,Leavitt St & Addison St,15,15,In Service,41.946655,-87.683359,"(41.946655, -87.683359)",NORTH_CENTER
1092,563,Ashland Ave & 63rd St,11,11,In Service,41.779374,-87.664843,"(41.779374, -87.664843)",WEST_ENGLEWOOD
1093,547,Ashland Ave & Pershing Rd,11,11,In Service,41.823465,-87.665577,"(41.823465, -87.665577)",MCKINLEY_PARK
1094,236,Sedgwick St & Schiller St,15,15,In Service,41.907626,-87.638566,"(41.907626, -87.638566)",NEAR_NORTH_SIDE
1095,323,Sheridan Rd & Lawrence Ave,15,15,In Service,41.969517,-87.654691,"(41.969517, -87.654691)",UPTOWN
1096,515,Paulina St & Howard St,19,19,In Service,42.019159,-87.673573,"(42.019159, -87.673573)",ROGERS_PARK
1097,280,Morgan St & 31st St,11,11,In Service,41.8378,-87.65114,"(41.8378, -87.65114)",BRIDGEPORT
1098,543,Laramie Ave & Gladys Ave,11,11,In Service,41.875806,-87.755285,"(41.875806, -87.755285)",AUSTIN
1099,562,Racine Ave & 61st St,11,11,In Service,41.783189,-87.654372,"(41.783189, -87.654372)",ENGLEWOOD
1100,581,Commercial Ave & 83rd St,11,11,In Service,41.744615,-87.551208,"(41.744615, -87.551208)",SOUTH_CHICAGO
1101,661,Evanston Civic Center,15,15,In Service,42.057044,-87.686554,"(42.057044, -87.686554)",Not Found
1102,210,Ashland Ave & Division St,27,27,In Service,41.90345,-87.667747,"(41.90345, -87.667747)",WEST_TOWN
1103,228,Damen Ave & Melrose Ave,15,15,In Service,41.9406,-87.6785,"(41.9406, -87.6785)",NORTH_CENTER
1104,294,Broadway & Berwyn Ave,15,15,In Service,41.978353,-87.659753,"(41.978353, -87.659753)",EDGEWATER
1105,149,Calumet Ave & 33rd St,11,11,In Service,41.8349,-87.61793,"(41.8349, -87.61793)",DOUGLAS
1106,631,Malcolm X College Vaccination Site,19,19,In Service,41.877618,-87.673895,"(41.877618, -87.673895)",NEAR_WEST_SIDE
1107,87,Racine Ave & Fullerton Ave,19,19,In Service,41.92556258,-87.65840426,"(41.92556258, -87.65840426)",LINCOLN_PARK
1108,142,McClurg Ct & Erie St,31,31,In Service,41.894503,-87.617854,"(41.894503, -87.617854)",NEAR_NORTH_SIDE
1109,114,Sheffield Ave & Waveland Ave,27,27,In Service,41.949399,-87.654529,"(41.949399, -87.654529)",LAKE_VIEW
1110,226,Racine Ave & Belmont Ave,15,15,In Service,41.939743,-87.658865,"(41.939743, -87.658865)",LAKE_VIEW
1111,101,63rd St Beach,15,15,In Service,41.780910964,-87.576323748,"(41.78091096424803, -87.57632374763489)",WOODLAWN
1112,103,Clinton St & Polk St,15,15,In Service,41.871466518,-87.640949133,"(41.87146651779, -87.6409491327)",NEAR_WEST_SIDE
1113,11,Jeffery Blvd & 71st St,11,11,In Service,41.766638237,-87.576450114,"(41.76663823695, -87.5764501141)",SOUTH_SHORE
1114,377,Kedzie Ave & Lake St,15,15,In Service,41.884603285,-87.706303744,"(41.88460328501, -87.7063037436)",EAST_GARFIELD_PARK
1115,378,California Ave & Lake St,11,11,In Service,41.884453957,-87.696298137,"(41.88445395657, -87.6962981368)",EAST_GARFIELD_PARK
1116,381,Western Ave & Monroe St,15,15,In Service,41.879787709,-87.686112808,"(41.8797877089, -87.686112808)",NEAR_WEST_SIDE
1117,44,State St & Randolph St,23,23,In Service,41.884621073,-87.627834231,"(41.88462107257936, -87.62783423066139)",LOOP
1118,439,Kedzie Ave & 21st St,11,11,In Service,41.853533632,-87.705073032,"(41.85353363213, -87.7050730318)",SOUTH_LAWNDALE
1119,495,Keystone Ave & Montrose Ave,11,11,In Service,41.961108016,-87.728970101,"(41.96110801623, -87.7289701012)",ALBANY_PARK
1120,762,Green St & Randolph St*,12,12,In Service,41.883601657,-87.648626715,"(41.883601657275165, -87.64862671494483)",NEAR_WEST_SIDE
1121,501,Richmond St & Diversey Ave,15,15,In Service,41.931901969,-87.70119513,"(41.93190196886, -87.7011951301)",LOGAN_SQUARE
1122,494,Kedzie Ave & Bryn Mawr Ave,15,15,In Service,41.982229759,-87.708886564,"(41.98222975911517, -87.70888656377792)",NORTH_PARK
1123,499,Kosciuszko Park,15,15,In Service,41.930585371,-87.723777364,"(41.93058537138, -87.7237773635)",LOGAN_SQUARE
1124,50,Clark St & Ida B Wells Dr,35,35,In Service,41.875932666,-87.630584536,"(41.8759326655, -87.6305845355)",LOOP
1125,500,Central Park Ave & Elbridge Ave,15,15,In Service,41.935337283,-87.716889294,"(41.93533728263, -87.7168892935)",AVONDALE
1126,147,Indiana Ave & 26th St,15,15,In Service,41.845687,-87.622481,"(41.845687, -87.622481)",NEAR_SOUTH_SIDE
1127,168,Michigan Ave & 14th St,19,19,In Service,41.864059,-87.623727,"(41.864059, -87.623727)",NEAR_SOUTH_SIDE
1128,414,Canal St & Taylor St,15,15,In Service,41.870257,-87.639474,"(41.870257, -87.639474)",NEAR_WEST_SIDE
1129,498,California Ave & Fletcher St,19,19,In Service,41.938428791,-87.698007756,"(41.93842879148, -87.698007756)",AVONDALE
1130,388,Halsted & 63rd - Kennedy-King Vaccination Site,11,11,In Service,41.779381142,-87.644620815,"(41.77938114228, -87.6446208145)",ENGLEWOOD
1131,1674190196597336414,Public Rack - Bennett Ave & 96th St,2,2,In Service,41.720476,-87.577512,"(41.720476, -87.577512)",SOUTH_DEERING
1132,1674190222367140226,Public Rack - Calumet Ave & 71st St,2,2,In Service,41.765537,-87.617305,"(41.765537, -87.617305)",GREATER_GRAND_CROSSING
1133,1674190235252042142,Public Rack - Chappel Ave & 71st St,2,2,In Service,41.766366,-87.575287,"(41.766366, -87.575287)",SOUTH_SHORE
1134,3,Shedd Aquarium,55,55,In Service,41.867225957,-87.61535539,"(41.86722595682, -87.6153553902)",NEAR_SOUTH_SIDE
1135,1715823779704398766,Public Rack - Brainerd Park,2,2,In Service,41.726942,-87.654896,"(41.726942, -87.654896)",WASHINGTON_HEIGHTS
1136,1715823783999366064,Public Rack - May St & 87th St,1,1,In Service,41.73556,-87.651701,"(41.73556, -87.651701)",AUBURN_GRESHAM
1137,1674190239547009454,Public Rack - Christiana Ave & 55th St,1,1,In Service,41.793307,-87.707702,"(41.793307, -87.707702)",GAGE_PARK
1138,1674190261021845958,Public Rack - Claremont Ave & 71st St,1,1,In Service,41.764585,-87.682253,"(41.764585, -87.682253)",CHICAGO_LAWN
1139,1674190273906747874,Public Rack - Cottage Grove Ave & 98th St,1,1,In Service,41.716172,-87.60435,"(41.716172, -87.60435)",PULLMAN
1140,1674190278201715174,Public Rack - Damen Ave & 80th St,2,2,In Service,41.748301,-87.673213,"(41.748301, -87.673213)",AUBURN_GRESHAM
1141,1674190278201715178,Public Rack - Damen Ave & 84th St,1,1,In Service,41.740435,-87.673246,"(41.740435, -87.673246)",AUBURN_GRESHAM
1142,1674190282496682476,Public Rack - East End Ave & 75th St,2,2,In Service,41.75893,-87.582861,"(41.75893, -87.582861)",SOUTH_SHORE
1143,1674190286791649780,Public Rack - Eggleston Ave & 115th St,3,3,In Service,41.68497,-87.633848,"(41.68497, -87.633848)",WEST_PULLMAN
1144,1674190286791649782,Public Rack - Eggleston Ave & 92nd St,2,2,In Service,41.726182,-87.63466,"(41.726182, -87.63466)",WASHINGTON_HEIGHTS
1145,1674190291086617090,Public Rack - Emil G Hirch Metropolitan High School,2,2,In Service,41.754442,-87.601745,"(41.754442, -87.601745)",GREATER_GRAND_CROSSING
1146,1674190295381584388,Public Rack - Evans Ave & 63rd St,2,2,In Service,41.780506,-87.607519,"(41.780506, -87.607519)",WOODLAWN
1147,1674190299676551694,Public Rack - Ewing Ave & 106th St NW,1,1,In Service,41.70287,-87.535861,"(41.70287, -87.535861)",EAST_SIDE
1148,1674190303971519002,Public Rack - Exchange Ave & 131st St,1,1,In Service,41.65717,-87.552594,"(41.65717, -87.552594)",HEGEWISCH
1149,1674190312561453612,Public Rack - Halsted St & 63rd St,1,1,In Service,41.779945,-87.641378,"(41.779945, -87.641378)",ENGLEWOOD
1150,1674190312561453616,Public Rack - Halsted St & 64th St,2,2,In Service,41.777436,-87.644535,"(41.777436, -87.644535)",ENGLEWOOD
1151,1674190316856420914,Public Rack - Halsted St & 76th St,4,4,In Service,41.756003,-87.64409,"(41.756003, -87.64409)",AUBURN_GRESHAM
1152,1674190316856420916,Public Rack - Halsted St & 77th St,1,1,In Service,41.753637,-87.643918,"(41.753637, -87.643918)",AUBURN_GRESHAM
1153,1674190316856420920,Public Rack - Halsted St & 94th St,1,1,In Service,41.723442,-87.643612,"(41.723442, -87.643612)",WASHINGTON_HEIGHTS
1154,1674190321151388220,Public Rack - Halsted St & 95th St - SE,3,3,In Service,41.721004,-87.643031,"(41.721004, -87.643031)",WASHINGTON_HEIGHTS
1155,1674190321151388226,Public Rack - Hamilton Ave & 95th St,2,2,In Service,41.720832,-87.676382,"(41.720832, -87.676382)",BEVERLY
1156,1674190334036290134,Public Rack - Harold Washington Park,3,3,In Service,41.801089,-87.584791,"(41.801089, -87.584791)",HYDE_PARK
1157,1674190334036290136,Public Rack - Harper Ave & 63rd St,6,6,In Service,41.780728,-87.587566,"(41.780728, -87.587566)",WOODLAWN
1158,1674190338331257440,Public Rack - Hermitage & 83rd St,1,1,In Service,41.743027,-87.666272,"(41.743027, -87.666272)",AUBURN_GRESHAM
1159,1674190342626224744,Public Rack - Honore St & 87th St,1,1,In Service,41.736093,-87.669404,"(41.736093, -87.669404)",AUBURN_GRESHAM
1160,1674190346921192042,Public Rack - Honore St & 87th St - SE,1,1,In Service,41.735485,-87.668889,"(41.735485, -87.668889)",AUBURN_GRESHAM
1161,1674190346921192050,Public Rack - Hyde Park Blvd & 53rd St,6,6,In Service,41.799468,-87.584206,"(41.799468, -87.584206)",HYDE_PARK
1162,1674190351216159352,Public Rack - Hyde Park Blvd & 55th St,1,1,In Service,41.795,-87.584113,"(41.795, -87.584113)",HYDE_PARK
1163,1674190355511126652,Public Rack - James Madison School,2,2,In Service,41.759876,-87.590638,"(41.759876, -87.590638)",SOUTH_SHORE
1164,1674190355511126654,Public Rack - Jeffery Blvd & 67th St,1,1,In Service,41.773259,-87.576664,"(41.773259, -87.576664)",SOUTH_SHORE
1165,1674190359806093956,Public Rack - Jeffrey Blvd & 71st St,1,1,In Service,41.766333,-87.576154,"(41.766333, -87.576154)",SOUTH_SHORE
1166,1674190364101061264,Public Rack - Kedvale Ave & 63rd St E,2,2,In Service,41.778768,-87.725957,"(41.778768, -87.725957)",WEST_LAWN
1167,1674190376985963172,Public Rack - Kedzie Ave & 61st Pl E,1,1,In Service,41.782281,-87.703047,"(41.782281, -87.703047)",CHICAGO_LAWN
1168,1674190376985963174,Public Rack - Kedzie Ave & 63rd St,1,1,In Service,41.778865,-87.703029,"(41.778865, -87.703029)",CHICAGO_LAWN
1169,1674190376985963176,Public Rack - Kedzie Ave & 64th St - SE,1,1,In Service,41.776985,-87.702916,"(41.776985, -87.702916)",CHICAGO_LAWN
1170,1674190381280930476,Public Rack - Kedzie Ave & 64th St - SW,2,2,In Service,41.777031,-87.703223,"(41.777031, -87.703223)",CHICAGO_LAWN
1171,1674190402755766966,Public Rack - Keef Ave & South Chicago Ave,1,1,In Service,41.7707,-87.611706,"(41.7707, -87.611706)",WOODLAWN
